FILE                     	INSTRUME                 	DATE_OBS                 	XCEN                   	YCEN                   	FOVX                   	FOVY                  
eis_l0_20110104_170145        	EIS                           	2011-01-04 17:01:45           	-9.505                        	944.470                       	59.904                        	512.000                       
eis_l0_20110104_170020        	EIS                           	2011-01-04 17:00:20           	-0.098                        	944.625                       	1.000                         	512.000                       
eis_l0_20110104_165608        	EIS                           	2011-01-04 16:56:08           	-9.505                        	944.470                       	59.904                        	512.000                       
eis_l0_20110104_165300        	EIS                           	2011-01-04 16:53:00           	-9.505                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_164953        	EIS                           	2011-01-04 16:49:53           	-9.582                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_164645        	EIS                           	2011-01-04 16:46:45           	-9.505                        	944.625                       	59.904                        	512.000                       
eis_l0_20110104_164520        	EIS                           	2011-01-04 16:45:20           	-0.175                        	944.393                       	1.000                         	512.000                       
eis_l0_20110104_164108        	EIS                           	2011-01-04 16:41:08           	-9.582                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_163800        	EIS                           	2011-01-04 16:38:00           	-9.582                        	944.625                       	59.904                        	512.000                       
eis_l0_20110104_163453        	EIS                           	2011-01-04 16:34:53           	-9.505                        	944.470                       	59.904                        	512.000                       
eis_l0_20110104_163145        	EIS                           	2011-01-04 16:31:45           	-9.582                        	944.470                       	59.904                        	512.000                       
eis_l0_20110104_163020        	EIS                           	2011-01-04 16:30:20           	-0.021                        	944.470                       	1.000                         	512.000                       
eis_l0_20110104_162608        	EIS                           	2011-01-04 16:26:08           	-9.582                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_162301        	EIS                           	2011-01-04 16:23:01           	-9.582                        	944.470                       	59.904                        	512.000                       
eis_l0_20110104_161953        	EIS                           	2011-01-04 16:19:53           	-9.505                        	944.393                       	59.904                        	512.000                       
eis_l0_20110104_161645        	EIS                           	2011-01-04 16:16:45           	-9.582                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_161520        	EIS                           	2011-01-04 16:15:20           	-0.021                        	944.470                       	1.000                         	512.000                       
eis_l0_20110104_161108        	EIS                           	2011-01-04 16:11:08           	-9.582                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_160800        	EIS                           	2011-01-04 16:08:00           	-9.582                        	944.393                       	59.904                        	512.000                       
eis_l0_20110104_160453        	EIS                           	2011-01-04 16:04:53           	-9.582                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_160145        	EIS                           	2011-01-04 16:01:45           	-9.582                        	944.625                       	59.904                        	512.000                       
eis_l0_20110104_160020        	EIS                           	2011-01-04 16:00:20           	-0.098                        	944.625                       	1.000                         	512.000                       
eis_l0_20110104_155616        	EIS                           	2011-01-04 15:56:16           	-9.505                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_155308        	EIS                           	2011-01-04 15:53:08           	-9.505                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_155001        	EIS                           	2011-01-04 15:50:01           	-9.582                        	944.547                       	59.904                        	512.000                       
eis_l0_20110104_154653        	EIS                           	2011-01-04 15:46:53           	-9.582                        	944.625                       	59.904                        	512.000                       
eis_l0_20110104_154528        	EIS                           	2011-01-04 15:45:28           	-0.021                        	944.547                       	1.000                         	512.000                       
eis_l0_20110104_125927        	EIS                           	2011-01-04 12:59:27           	1019.750                      	-0.500                        	119.808                       	160.000                       
eis_l0_20110104_060012        	EIS                           	2011-01-04 06:00:12           	-0.098                        	-0.577                        	1.000                         	256.000                       
eis_l0_20110104_055831        	EIS                           	2011-01-04 05:58:31           	-19.521                       	-0.577                        	40.000                        	256.000                       
eis_l0_20110103_181313        	EIS                           	2011-01-03 18:13:13           	-0.021                        	-0.346                        	1.000                         	256.000                       
eis_l0_20110103_181132        	EIS                           	2011-01-03 18:11:32           	-19.443                       	-0.500                        	40.000                        	256.000                       
eis_l0_20110103_110156        	EIS                           	2011-01-03 11:01:56           	-258.663                      	-384.730                      	239.616                       	512.000                       
eis_l0_20110103_062918        	EIS                           	2011-01-03 06:29:18           	-0.098                        	-0.346                        	1.000                         	256.000                       
eis_l0_20110103_062746        	EIS                           	2011-01-03 06:27:46           	-0.021                        	-0.423                        	1.000                         	256.000                       
eis_l0_20110103_062605        	EIS                           	2011-01-03 06:26:05           	-19.521                       	-0.346                        	40.000                        	256.000                       
eis_l0_20110103_062432        	EIS                           	2011-01-03 06:24:32           	-19.521                       	-0.346                        	40.000                        	256.000                       
eis_l0_20110102_180744        	EIS                           	2011-01-02 18:07:44           	-0.175                        	-0.346                        	1.000                         	256.000                       
eis_l0_20110102_180603        	EIS                           	2011-01-02 18:06:03           	-19.521                       	-0.500                        	40.000                        	256.000                       
eis_l0_20110102_143530        	EIS                           	2011-01-02 14:35:30           	-413.045                      	-389.674                      	199.680                       	256.000                       
eis_l0_20110102_140956        	EIS                           	2011-01-02 14:09:56           	-416.135                      	-389.674                      	199.680                       	256.000                       
eis_l0_20110102_134422        	EIS                           	2011-01-02 13:44:22           	-419.225                      	-389.828                      	199.680                       	256.000                       
eis_l0_20110102_131848        	EIS                           	2011-01-02 13:18:48           	-422.238                      	-389.905                      	199.680                       	256.000                       
eis_l0_20110102_125317        	EIS                           	2011-01-02 12:53:17           	-425.327                      	-390.137                      	199.680                       	256.000                       
eis_l0_20110102_103822        	EIS                           	2011-01-02 10:38:22           	-441.894                      	-390.523                      	239.616                       	512.000                       
eis_l0_20110102_060514        	EIS                           	2011-01-02 06:05:14           	-0.098                        	-0.500                        	1.000                         	256.000                       
eis_l0_20110102_060333        	EIS                           	2011-01-02 06:03:33           	-19.443                       	-0.423                        	40.000                        	256.000                       
eis_l0_20110101_174944        	EIS                           	2011-01-01 17:49:44           	-0.098                        	-0.268                        	1.000                         	256.000                       
eis_l0_20110101_174803        	EIS                           	2011-01-01 17:48:03           	-19.521                       	-0.268                        	40.000                        	256.000                       
eis_l0_20110101_095715        	EIS                           	2011-01-01 09:57:15           	-603.728                      	-398.325                      	239.616                       	512.000                       
eis_l0_20110101_054544        	EIS                           	2011-01-01 05:45:44           	-0.021                        	-0.346                        	1.000                         	256.000                       
eis_l0_20110101_054403        	EIS                           	2011-01-01 05:44:03           	-19.443                       	-0.346                        	40.000                        	256.000                       
eis_l0_20101231_180145        	EIS                           	2010-12-31 18:01:45           	-0.021                        	-0.423                        	1.000                         	256.000                       
eis_l0_20101231_180004        	EIS                           	2010-12-31 18:00:04           	-19.443                       	-0.346                        	40.000                        	256.000                       
eis_l0_20101231_171241        	EIS                           	2010-12-31 17:12:41           	-680.795                      	-198.273                      	1.000                         	512.000                       
eis_l0_20101231_171011        	EIS                           	2010-12-31 17:10:11           	-680.949                      	-709.273                      	1.000                         	512.000                       
eis_l0_20101231_170511        	EIS                           	2010-12-31 17:05:11           	-681.335                      	-198.351                      	1.000                         	512.000                       
eis_l0_20101231_170011        	EIS                           	2010-12-31 17:00:11           	-681.799                      	-709.351                      	1.000                         	512.000                       
eis_l0_20101231_150210        	EIS                           	2010-12-31 15:02:10           	-705.891                      	-404.891                      	199.680                       	256.000                       
eis_l0_20101231_143638        	EIS                           	2010-12-31 14:36:38           	-707.899                      	-405.123                      	199.680                       	256.000                       
eis_l0_20101231_141105        	EIS                           	2010-12-31 14:11:05           	-709.908                      	-405.355                      	199.680                       	256.000                       
eis_l0_20101231_134531        	EIS                           	2010-12-31 13:45:31           	-711.993                      	-405.432                      	199.680                       	256.000                       
eis_l0_20101231_131957        	EIS                           	2010-12-31 13:19:57           	-714.002                      	-405.586                      	199.680                       	256.000                       
eis_l0_20101231_105228        	EIS                           	2010-12-31 10:52:28           	-726.088                      	-406.591                      	239.616                       	512.000                       
eis_l0_20101231_061315        	EIS                           	2010-12-31 06:13:15           	-0.021                        	-0.346                        	1.000                         	256.000                       
eis_l0_20101231_061134        	EIS                           	2010-12-31 06:11:34           	-19.521                       	-0.423                        	40.000                        	256.000                       
eis_l0_20101230_190502        	EIS                           	2010-12-30 19:05:02           	-0.098                        	-0.423                        	1.000                         	256.000                       
eis_l0_20101230_190321        	EIS                           	2010-12-30 19:03:21           	-19.521                       	-0.500                        	40.000                        	256.000                       
eis_l0_20101230_171013        	EIS                           	2010-12-30 17:10:13           	-824.085                      	199.423                       	511.181                       	512.000                       
eis_l0_20101230_152513        	EIS                           	2010-12-30 15:25:13           	-461.948                      	199.577                       	511.181                       	512.000                       
eis_l0_20101230_134013        	EIS                           	2010-12-30 13:40:13           	-0.084                        	199.500                       	511.181                       	512.000                       
eis_l0_20101230_115514        	EIS                           	2010-12-30 11:55:14           	461.779                       	199.500                       	511.181                       	512.000                       
eis_l0_20101230_101027        	EIS                           	2010-12-30 10:10:27           	824.070                       	199.423                       	511.181                       	512.000                       
eis_l0_20101230_060801        	EIS                           	2010-12-30 06:08:01           	-0.021                        	-0.577                        	1.000                         	256.000                       
eis_l0_20101230_060620        	EIS                           	2010-12-30 06:06:20           	-19.598                       	-0.577                        	40.000                        	256.000                       
eis_l0_20101230_004512        	EIS                           	2010-12-30 00:45:12           	618.356                       	450.684                       	1.000                         	512.000                       
eis_l0_20101230_004012        	EIS                           	2010-12-30 00:40:12           	617.738                       	-60.316                       	1.000                         	512.000                       
eis_l0_20101229_223225        	EIS                           	2010-12-29 22:32:25           	586.350                       	244.993                       	59.904                        	368.000                       
eis_l0_20101229_222658        	EIS                           	2010-12-29 22:26:58           	586.041                       	244.993                       	59.904                        	368.000                       
eis_l0_20101229_222131        	EIS                           	2010-12-29 22:21:31           	583.337                       	245.147                       	59.904                        	368.000                       
eis_l0_20101229_221604        	EIS                           	2010-12-29 22:16:04           	584.418                       	245.070                       	59.904                        	368.000                       
eis_l0_20101229_221038        	EIS                           	2010-12-29 22:10:38           	583.723                       	245.147                       	59.904                        	368.000                       
eis_l0_20101229_220511        	EIS                           	2010-12-29 22:05:11           	582.951                       	245.147                       	59.904                        	368.000                       
eis_l0_20101229_215944        	EIS                           	2010-12-29 21:59:44           	582.333                       	245.225                       	59.904                        	368.000                       
eis_l0_20101229_215417        	EIS                           	2010-12-29 21:54:17           	581.715                       	245.070                       	59.904                        	368.000                       
eis_l0_20101229_214851        	EIS                           	2010-12-29 21:48:51           	581.097                       	245.225                       	59.904                        	368.000                       
eis_l0_20101229_214324        	EIS                           	2010-12-29 21:43:24           	580.479                       	245.225                       	59.904                        	368.000                       
eis_l0_20101229_213757        	EIS                           	2010-12-29 21:37:57           	579.706                       	245.379                       	59.904                        	368.000                       
eis_l0_20101229_184441        	EIS                           	2010-12-29 18:44:41           	559.698                       	245.765                       	239.616                       	512.000                       
eis_l0_20101229_182545        	EIS                           	2010-12-29 18:25:45           	-0.021                        	-0.500                        	1.000                         	256.000                       
eis_l0_20101229_182404        	EIS                           	2010-12-29 18:24:04           	-19.598                       	-0.500                        	40.000                        	256.000                       
eis_l0_20101229_102941        	EIS                           	2010-12-29 10:29:41           	-15.701                       	-1.427                        	127.795                       	184.000                       
eis_l0_20101228_223554        	EIS                           	2010-12-28 22:35:54           	989.588                       	49.947                        	323.482                       	376.000                       
eis_l0_20101228_192024        	EIS                           	2010-12-28 19:20:24           	989.665                       	49.870                        	323.482                       	376.000                       
eis_l0_20101228_180301        	EIS                           	2010-12-28 18:03:01           	182.670                       	-0.268                        	1.000                         	256.000                       
eis_l0_20101228_140329        	EIS                           	2010-12-28 14:03:29           	950.871                       	49.711                        	89.856                        	296.000                       
eis_l0_20101228_032351        	EIS                           	2010-12-28 03:23:51           	110.110                       	-0.346                        	95.846                        	280.000                       
eis_l0_20101228_032221        	EIS                           	2010-12-28 03:22:21           	109.878                       	-0.346                        	95.846                        	280.000                       
eis_l0_20101228_024008        	EIS                           	2010-12-28 02:40:08           	103.235                       	-0.500                        	95.846                        	280.000                       
eis_l0_20101227_235715        	EIS                           	2010-12-27 23:57:15           	64.225                        	-0.577                        	95.846                        	280.000                       
eis_l0_20101227_233908        	EIS                           	2010-12-27 23:39:08           	64.225                        	-0.577                        	95.846                        	280.000                       
eis_l0_20101227_223848        	EIS                           	2010-12-27 22:38:48           	65.306                        	-0.577                        	95.846                        	280.000                       
eis_l0_20101227_223718        	EIS                           	2010-12-27 22:37:18           	64.920                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_223547        	EIS                           	2010-12-27 22:35:47           	64.765                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_223417        	EIS                           	2010-12-27 22:34:17           	64.611                        	-0.732                        	95.846                        	280.000                       
eis_l0_20101227_223246        	EIS                           	2010-12-27 22:32:46           	64.225                        	-0.577                        	95.846                        	280.000                       
eis_l0_20101227_223116        	EIS                           	2010-12-27 22:31:16           	64.225                        	-0.577                        	95.846                        	280.000                       
eis_l0_20101227_222946        	EIS                           	2010-12-27 22:29:46           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_222815        	EIS                           	2010-12-27 22:28:15           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_222645        	EIS                           	2010-12-27 22:26:45           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_222515        	EIS                           	2010-12-27 22:25:15           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_222344        	EIS                           	2010-12-27 22:23:44           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_222214        	EIS                           	2010-12-27 22:22:14           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_222044        	EIS                           	2010-12-27 22:20:44           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_221913        	EIS                           	2010-12-27 22:19:13           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_221743        	EIS                           	2010-12-27 22:17:43           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_221612        	EIS                           	2010-12-27 22:16:12           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_221441        	EIS                           	2010-12-27 22:14:41           	49.625                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_221311        	EIS                           	2010-12-27 22:13:11           	61.212                        	-0.732                        	95.846                        	280.000                       
eis_l0_20101227_221140        	EIS                           	2010-12-27 22:11:40           	60.903                        	-0.577                        	95.846                        	280.000                       
eis_l0_20101227_221009        	EIS                           	2010-12-27 22:10:09           	60.671                        	-0.577                        	95.846                        	280.000                       
eis_l0_20101227_220938        	EIS                           	2010-12-27 22:09:38           	60.594                        	-0.654                        	95.846                        	280.000                       
eis_l0_20101227_160109        	EIS                           	2010-12-27 16:01:09           	2.426                         	-1.041                        	95.846                        	280.000                       
eis_l0_20101227_145016        	EIS                           	2010-12-27 14:50:16           	-8.852                        	-0.963                        	95.846                        	280.000                       
eis_l0_20101227_144846        	EIS                           	2010-12-27 14:48:46           	-9.161                        	-1.041                        	95.846                        	280.000                       
eis_l0_20101227_140503        	EIS                           	2010-12-27 14:05:03           	-16.036                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_140332        	EIS                           	2010-12-27 14:03:32           	-16.268                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_140201        	EIS                           	2010-12-27 14:02:01           	-16.422                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_140031        	EIS                           	2010-12-27 14:00:31           	-16.731                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_135900        	EIS                           	2010-12-27 13:59:00           	-16.963                       	-1.118                        	95.846                        	280.000                       
eis_l0_20101227_135729        	EIS                           	2010-12-27 13:57:29           	-17.349                       	-1.118                        	95.846                        	280.000                       
eis_l0_20101227_135559        	EIS                           	2010-12-27 13:55:59           	-17.504                       	-1.118                        	95.846                        	280.000                       
eis_l0_20101227_135428        	EIS                           	2010-12-27 13:54:28           	-17.735                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_135258        	EIS                           	2010-12-27 13:52:58           	-17.890                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_135128        	EIS                           	2010-12-27 13:51:28           	-18.199                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_134957        	EIS                           	2010-12-27 13:49:57           	-18.353                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_134827        	EIS                           	2010-12-27 13:48:27           	-18.662                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_134656        	EIS                           	2010-12-27 13:46:56           	-18.894                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_134526        	EIS                           	2010-12-27 13:45:26           	-19.126                       	-1.118                        	95.846                        	280.000                       
eis_l0_20101227_134355        	EIS                           	2010-12-27 13:43:55           	-19.435                       	-1.118                        	95.846                        	280.000                       
eis_l0_20101227_134225        	EIS                           	2010-12-27 13:42:25           	-19.512                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_131817        	EIS                           	2010-12-27 13:18:17           	-23.529                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_124506        	EIS                           	2010-12-27 12:45:06           	-28.782                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_124336        	EIS                           	2010-12-27 12:43:36           	-28.859                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_124205        	EIS                           	2010-12-27 12:42:05           	-29.168                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_124035        	EIS                           	2010-12-27 12:40:35           	-29.322                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_123905        	EIS                           	2010-12-27 12:39:05           	-29.709                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_123734        	EIS                           	2010-12-27 12:37:34           	-29.863                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_123604        	EIS                           	2010-12-27 12:36:04           	-30.095                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_123433        	EIS                           	2010-12-27 12:34:33           	-30.327                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_123303        	EIS                           	2010-12-27 12:33:03           	-30.636                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_123133        	EIS                           	2010-12-27 12:31:33           	-30.867                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_123002        	EIS                           	2010-12-27 12:30:02           	-31.099                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_122832        	EIS                           	2010-12-27 12:28:32           	-31.254                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_122702        	EIS                           	2010-12-27 12:27:02           	-31.563                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_122531        	EIS                           	2010-12-27 12:25:31           	-31.872                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_122401        	EIS                           	2010-12-27 12:24:01           	-32.026                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_122230        	EIS                           	2010-12-27 12:22:30           	-32.335                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_122059        	EIS                           	2010-12-27 12:20:59           	-32.490                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_121929        	EIS                           	2010-12-27 12:19:29           	-32.799                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_121758        	EIS                           	2010-12-27 12:17:58           	-33.030                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_121627        	EIS                           	2010-12-27 12:16:27           	-33.262                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_121457        	EIS                           	2010-12-27 12:14:57           	-33.494                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_121326        	EIS                           	2010-12-27 12:13:26           	-33.726                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_121156        	EIS                           	2010-12-27 12:11:56           	-34.035                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_121025        	EIS                           	2010-12-27 12:10:25           	-34.189                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_120855        	EIS                           	2010-12-27 12:08:55           	-34.344                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_120724        	EIS                           	2010-12-27 12:07:24           	-34.653                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_120554        	EIS                           	2010-12-27 12:05:54           	-34.884                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_120423        	EIS                           	2010-12-27 12:04:23           	-35.193                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_120253        	EIS                           	2010-12-27 12:02:53           	-35.425                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_120123        	EIS                           	2010-12-27 12:01:23           	-35.657                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_115952        	EIS                           	2010-12-27 11:59:52           	-35.811                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_115822        	EIS                           	2010-12-27 11:58:22           	-36.120                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_115652        	EIS                           	2010-12-27 11:56:52           	-36.275                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_115521        	EIS                           	2010-12-27 11:55:21           	-36.506                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_115351        	EIS                           	2010-12-27 11:53:51           	-36.815                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_115221        	EIS                           	2010-12-27 11:52:21           	-36.970                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_115050        	EIS                           	2010-12-27 11:50:50           	-37.202                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_114920        	EIS                           	2010-12-27 11:49:20           	-37.511                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_114749        	EIS                           	2010-12-27 11:47:49           	-37.820                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_114618        	EIS                           	2010-12-27 11:46:18           	-37.974                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_114448        	EIS                           	2010-12-27 11:44:48           	-38.283                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_114317        	EIS                           	2010-12-27 11:43:17           	-38.515                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_114146        	EIS                           	2010-12-27 11:41:46           	-38.669                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_114015        	EIS                           	2010-12-27 11:40:15           	-38.978                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_113845        	EIS                           	2010-12-27 11:38:45           	-39.133                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_113715        	EIS                           	2010-12-27 11:37:15           	-39.365                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_113544        	EIS                           	2010-12-27 11:35:44           	-39.674                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_113414        	EIS                           	2010-12-27 11:34:14           	-39.905                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_113244        	EIS                           	2010-12-27 11:32:44           	-40.137                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_113113        	EIS                           	2010-12-27 11:31:13           	-40.369                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_112943        	EIS                           	2010-12-27 11:29:43           	-40.601                       	-1.504                        	95.846                        	280.000                       
eis_l0_20101227_112812        	EIS                           	2010-12-27 11:28:12           	-40.910                       	-1.195                        	95.846                        	280.000                       
eis_l0_20101227_112642        	EIS                           	2010-12-27 11:26:42           	-41.141                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_112512        	EIS                           	2010-12-27 11:25:12           	-41.450                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_112341        	EIS                           	2010-12-27 11:23:41           	-41.605                       	-1.272                        	95.846                        	280.000                       
eis_l0_20101227_112211        	EIS                           	2010-12-27 11:22:11           	-41.837                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_112041        	EIS                           	2010-12-27 11:20:41           	-41.991                       	-1.504                        	95.846                        	280.000                       
eis_l0_20101227_111910        	EIS                           	2010-12-27 11:19:10           	-42.223                       	-1.581                        	95.846                        	280.000                       
eis_l0_20101227_111740        	EIS                           	2010-12-27 11:17:40           	-42.609                       	-1.350                        	95.846                        	280.000                       
eis_l0_20101227_111609        	EIS                           	2010-12-27 11:16:09           	-42.841                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_111438        	EIS                           	2010-12-27 11:14:38           	-42.995                       	-1.504                        	95.846                        	280.000                       
eis_l0_20101227_111308        	EIS                           	2010-12-27 11:13:08           	-43.227                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_111137        	EIS                           	2010-12-27 11:11:37           	-43.382                       	-1.581                        	95.846                        	280.000                       
eis_l0_20101227_111006        	EIS                           	2010-12-27 11:10:06           	-43.691                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_110835        	EIS                           	2010-12-27 11:08:35           	-43.845                       	-1.427                        	95.846                        	280.000                       
eis_l0_20101227_110705        	EIS                           	2010-12-27 11:07:05           	-44.231                       	-1.350                        	95.846                        	280.000                       
